contents,category
【银保监会：保险集团（控股）公司和保险公司可以直接参与证券出借业务】银保监会办公厅发布关于保险资金参与证券出借业务有关事项的通知。通知指出，保险集团（控股）公司和保险公司可以直接参与证券出借业务，也可以委托保险资产管理公司参与证券出借业务。参与证券出借业务的保险机构应当具备以下条件：（一）保险集团（控股）公司和保险公司上季末综合偿付能力充足率不低于120%，风险综合评级不低于B类，最近一年资产负债管理能力评估结果不低于60分；（二）保险资产管理公司最近一年监管评级结果不低于C类；（三）具有良好的公司治理，以及健全的证券出借业务操作流程、内部控制和风险管理制度；（四）参与股票出借业务的保险机构应当具备股票投资管理能力且持续符合监管要求；（五）参与债券出借业务的保险机构应当具备信用风险管理能力且持续符合监管要求。 保险集团（控股）公司和保险公司委托保险资产管理公司参与证券出借业务的，不受前款第（四）（五）项的限制。,银行
【银保监会发布《银行业保险业支持高水平科技自立自强的指导意见》】意见提出，积极支持科技企业直接融资。在依法合规、风险可控、商业自愿前提下，支持商业银行具有投资功能的子公司、保险机构、信托公司等出资创业投资基金、政府产业投资基金等，为科技企业发展提供股权融资。支持资产管理产品依法投资包括未上市科技企业股权及其受（收）益权在内的权益类资产，实现资管产品期限与其所投资资产期限相匹配、与科技企业成长周期相匹配。鼓励金融资产投资公司在业务范围内，在上海依法依规试点开展不以债转股为目的的科技企业股权投资业务，并在股权投资业务中建立符合早中期科创企业投资特点的容错和激励约束机制。鼓励中国保险投资基金等加大科技创新投入，研究保险资金设立服务国家科技战略专项基金或其他支持科技发展母基金的可行性。,银行
【中国证券业协会发布《证券公司收益互换业务管理办法》的通知】 通知称，产品参与收益互换的，应当为合规设立的非结构化产品；穿透后的委托人中，单一投资者在产品中权益超过20%的，应当符合《证券期货投资者适当性管理办法》规定的专业投资者标准。,银行
【国家外汇管理局印发《外汇市场交易行为规范指引》 自2022年1月1日起实施】《指引》主要内容包括：一是适用于银行间市场和对客户柜台市场。二是规范对象包括外汇市场参与各方，既包括从事外汇交易的机构，也包括中国外汇交易中心、银行间市场清算所股份有限公司、货币经纪公司等。三是重点规范外汇市场交易行为，核心内容是交易管理和信息管理。四是为银行等金融机构对客户在柜台开展的外汇交易设置1年的过渡期。,银行
【中国银行保险监督管理委员会上海监管局党委书记、局长韩沂接受纪律审查和监察调查】据中央纪委国家监委驻中国银保监会纪检监察组、浙江省纪委监委消息：中国银行保险监督管理委员会上海监管局党委书记、局长韩沂涉嫌严重违纪违法，目前正接受中央纪委国家监委驻中国银保监会纪检监察组纪律审查；经国家监委、浙江省监委指定管辖，杭州市监委对其监察调查。,银行
【上交所：本周对*ST中天等严重异常波动风险警示股票进行重点监控】上交所本周对*ST中天等严重异常波动风险警示股票进行重点监控，对10起加剧异常波动、误导投资者交易决策、影响市场交易秩序的异常交易行为依规从严实施自律监管。,银行
【美国证券交易委员会出台新规要求在美上市中企披露更多信息 外交部回应】外交部发言人赵立坚主持例行记者会。有记者提问，美国市场监管机构周四通过一项规定，允许其将无法向审计机构提供信息的外国公司从华尔街交易所摘牌。这可能会阻止中国公司在美国上市。赵立坚表示，美方的有关做法是对中国企业政治打压的又一个具体行动，也是美方打压遏制中国发展的又一个具体表现。我们对此表示坚决反对。中方始终认为，在资本市场高度全球化的今天，有关各方开诚布公地就加强跨境监管合作、保护投资者合法权益等议题，加强对话与合作，才是解决问题的正道。将证券监管政治化，损人害己，将使美国投资者失去投资许多世界上增长最快公司的机会，也将使美国专业服务机构失去许多业务机会。美方应认清形势，为外国企业在美投资经营提供公平、公正、非歧视的环境，而不是设置重重障碍。中方将采取必要措施，维护自身正当合法权益。,银行
【证监会核发兰州银行IPO批文 本周共有8家公司获得批文】证监会按法定程序核准了以下企业的首发申请：兰州银行股份有限公司。证监会本周还下发了科创板和创业板批文各一次，获批的公司家数分别为1家和6家。至此，本周共有8家公司获得IPO批文。,银行
【中国央行：恒大集团出现风险主要源于自身经营不善盲目扩张】中国央行：恒大集团出现风险主要源于自身经营不善、盲目扩张。境外美元债市场是高度市场化的，投资人较为成熟、甄别能力较强，对于相关问题的处理也有清晰的法律规定和程序。短期个别房企出现风险，不会影响中长期市场的正常融资功能。近期，境内房地产销售、购地、融资等行为已逐步回归常态，一些中资房企开始回购境外债券，部分投资人也开始买入中资房企美元债券。中国始终坚持营造公平的市场环境，稳妥有序推进中国金融市场的双向开放。有关部门将继续保持与境外市场相关监管部门的沟通，敦促境外发债企业及其股东，严格遵守市场纪律和规则，按照市场化、法治化原则，妥善处理好自身的债务问题，积极履行法定偿债义务。对于企业汇出资金偿付及回购境外债券的，有关部门将在现行政策框架下提供支持和便利。,银行
【银保监会：恒大集团此次未能履行担保义务不会对银行业保险业的正常运行造成任何负面影响】银保监会新闻发言人表示，我们关注到恒大集团对一笔境外债券未能履行担保义务，这是市场经济中的个案现象。我们相信境内外监管部门会依法公平公正地处理相关事宜。恒大集团全部债务中金融债务占比约三分之一，结构比较分散，其金融投资数额很小。因此，这不会对我国银行业保险业的正常运行造成任何负面影响。金融监管部门依法保护消费者、投资者和经营者正当权益的原则立场不会有任何改变。中国金融的市场化、法治化和国际化改革开放取向不会有任何改变。,银行
【银保监会：重点满足首套房、改善性住房按揭需求 合理发放房地产开发贷款、并购贷款】中国银保监会新闻发言人：现阶段，要根据各地不同情况，重点满足首套房、改善性住房按揭需求，合理发放房地产开发贷款、并购贷款，加大保障性租赁住房支持力度，促进房地产行业和市场平稳健康发展。,房地产开发
【银保监会：重点满足首套房、改善性住房按揭需求 合理发放房地产开发贷款、并购贷款】中国银保监会新闻发言人：现阶段，要根据各地不同情况，重点满足首套房、改善性住房按揭需求，合理发放房地产开发贷款、并购贷款，加大保障性租赁住房支持力度，促进房地产行业和市场平稳健康发展。,银行
【证监会副主席王建军：加强投资者保护，筑牢注册制改革之基】证监会副主席王建军在国际金融论坛第十八届全球年会上表示，加强投资者保护，是注册制改革的基础。没有严格的投资者保护，就没有注册制改革的行稳致远。下一步，中国证监会将把保护投资者合法权益作为监管工作的出发点和落脚点，积极推进代表人诉讼常态化，不断完善适当性管理、公开征集股东权利、纠纷在线诉调对接等各项投资者保护制度，切实增强投资者的获得感和安全感，为全面推行注册制改革创造良好的环境和条件，努力打造规范、透明、开放、有活力、有韧性的资本市场。,银行
